AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonMasterID
1666,1049,Mahesh Nayak,42,3,A1,PM00828
1667,1049,Divya Hegde,56,1,A2,PM00942
1668,1050,Mahesh Gowda,55,1,A1,PM00241
1669,1050,Divya Gowda,27,1,A2,PM00290
1670,1050,Ananya Joshi,49,1,A3,PM00480
1671,1051,Lakshmi Reddy,63,2,A1,PM01100
1672,1052,Lakshmi Nayak,47,3,A1,PM00450
1673,1052,Ananya Desai,34,1,A2,PM00229
1674,1053,Farhan Bhat,49,2,A1,PM00680
1675,1054,Pooja Rao,43,2,A1,PM00191
1676,1055,Mahesh Kumar,29,1,A1,PM00167
1677,1056,Vijay Naik,51,2,A1,PM00794
1678,1056,Ajay Naik,43,2,A2,PM00954
1679,1057,Vijay Desai,27,2,A1,PM00156
1680,1058,Neha Desai,42,2,A1,PM00917
1681,1059,Ananya Naik,31,3,A1,PM00595
1682,1059,Aishwarya Sharma,34,1,A2,PM00656
1683,1059,Lakshmi Rao,33,1,A3,PM00272
1684,1060,Mahesh Hegde,57,1,A1,PM00689
1685,1061,Nandini Gowda,55,2,A1,PM00226
1686,1062,Naveen Jain,36,2,A1,PM00485
1687,1063,Kavya Reddy,40,1,A1,PM00893
1688,1063,Sneha Khan,59,1,A2,PM00192
1689,1064,Vijay Patil,62,2,A1,PM00619
1690,1064,Neha Jain,22,3,A2,PM00335
1691,1064,Rahul Joshi,45,1,A3,PM00637
1692,1065,Meera Desai,18,2,A1,PM00749
1693,1065,Sunil Patil,48,1,A2,PM00725
1694,1065,Naveen Bhat,52,1,A3,PM00410
1695,1066,Ravi Naik,42,1,A1,PM00809
1696,1067,Nandini Gowda,24,1,A1,PM01041
1697,1067,Neha Desai,42,2,A2,PM00917
1698,1067,Kavya Reddy,40,1,A3,PM00893
1699,1067,Ravi Desai,43,2,A4,PM01077
1700,1068,Shankar Naik,50,2,A1,PM00533
1701,1069,Neha Jain,22,3,A1,PM00335
1702,1069,Vijay Bhat,43,1,A2,PM00129
1703,1069,Mahesh Sharma,20,1,A3,PM01028
1704,1070,Naveen Nayak,35,1,A1,PM00764
1705,1070,Prakash Khan,24,3,A2,PM00765
1706,1070,Prakash Rao,61,1,A3,PM00124
1707,1071,Ananya Hegde,59,2,A1,PM00409
1708,1072,Asha Sharma,20,1,A1,PM00841
1709,1072,Nandini Kumar,39,2,A2,PM00428
1710,1073,Manoj Joshi,57,2,A1,PM00647
1711,1074,Priya Nayak,26,2,A1,PM00207
1712,1075,Suresh Joshi,23,1,A1,PM00067
1713,1076,Suresh Gowda,44,1,A1,PM00620
1714,1076,Divya Mulla,55,2,A2,PM00511
1715,1077,Meera Patil,52,1,A1,PM00486
1716,1077,Mahesh Hegde,57,1,A2,PM00689
1717,1078,Lakshmi Gowda,47,2,A1,PM00036
1718,1078,Asha Naik,38,1,A2,PM00459
1719,1078,Asha Joshi,32,3,A3,PM00012
1720,1079,Kiran Gowda,64,3,A1,PM00879
1721,1079,Priya Nayak,26,2,A2,PM00207
1722,1079,Rahul Naik,26,3,A3,PM00278
1723,1080,Neha Gowda,59,3,A1,PM00628
1724,1080,Imran Mulla,46,1,A2,PM00826
1725,1081,Pooja Sharma,36,2,A1,PM00700
1726,1081,Rahul Shetty,20,3,A2,PM00699
1727,1081,Naveen Sharma,54,1,A3,PM00203
1728,1082,Priya Nayak,20,2,A1,PM00978
1729,1083,Kavya Naik,20,1,A1,PM01061
1730,1084,Meera Khan,43,1,A1,PM00471
1731,1085,Divya Sharma,43,2,A1,PM00965
1732,1085,Divya Gowda,19,3,A2,PM00010
1733,1085,Lakshmi Bhat,35,1,A3,PM00560
1734,1086,Ravi Khan,39,1,A1,PM00693
1735,1086,Manoj Mulla,22,2,A2,PM00957
1736,1086,Imran Kulkarni,22,1,A3,PM01099
1737,1086,Shankar Bhat,60,2,A4,PM00068
1738,1087,Ravi Khan,39,1,A1,PM00693
1739,1087,Mahesh Jain,52,1,A2,PM00793
1740,1088,Kiran Hegde,42,2,A1,PM00387
1741,1088,Kiran Hegde,52,2,A2,PM00333
1742,1089,Manoj Rao,47,1,A1,PM01086
1743,1090,Priya Reddy,20,1,A1,PM00946
1744,1090,Aishwarya Rao,25,1,A2,PM00455
1745,1091,Neha Rao,50,1,A1,PM00349
1746,1091,Shankar Patil,60,2,A2,PM00095
1747,1092,Mahesh Shetty,29,2,A1,PM00538
1748,1093,Kiran Mulla,26,1,A1,PM00171
1749,1094,Kiran Kulkarni,57,3,A1,PM00552
1750,1095,Nandini Mulla,59,2,A1,PM01040
1751,1095,Sunil Pujari,42,1,A2,PM00393
1752,1095,Pooja Bhat,46,1,A3,PM00514
1753,1096,Shankar Rao,32,2,A1,PM00786
1754,1096,Kiran Pujari,42,1,A2,PM00013
1755,1097,Asha Joshi,26,1,A1,PM00611
1756,1097,Shankar Mulla,64,1,A2,PM00933
1757,1098,Mahesh Mulla,62,2,A1,PM00028
1758,1099,Meera Patil,54,1,A1,PM00466
1759,1100,Ananya Naik,19,3,A1,PM00751
1760,1101,Kavya Desai,20,2,A1,PM00971
1761,1102,Farhan Rao,58,2,A1,PM00371
1762,1102,Naveen Joshi,52,2,A2,PM00960
1763,1103,Sneha Khan,64,1,A1,PM00576
1764,1104,Pooja Bhat,25,1,A1,PM00395
1765,1105,Arun Bhat,35,1,A1,PM00017
1766,1106,Shreya Gowda,19,2,A1,PM00579
1767,1107,Ajay Sharma,42,2,A1,PM01060
1768,1108,Ravi Naik,19,1,A1,PM00688
1769,1109,Prakash Jain,54,3,A1,PM00719
1770,1110,Manoj Shetty,65,1,A1,PM00926
1771,1111,Lakshmi Khan,29,2,A1,PM00227
1772,1112,Deepak Jain,60,1,A1,PM00092
1773,1112,Naveen Hegde,44,1,A2,PM00131
1774,1113,Ananya Hegde,59,2,A1,PM00409
1775,1113,Meera Bhat,19,3,A2,PM00904
1776,1114,Sunil Naik,58,2,A1,PM01009
1777,1115,Priya Pujari,36,3,A1,PM00310
1778,1115,Shreya Desai,49,3,A2,PM00760
1779,1116,Imran Hegde,31,1,A1,PM00802
1780,1117,Mahesh Kulkarni,48,3,A1,PM00798
1781,1117,Nandini Gowda,55,2,A2,PM00226
1782,1117,Lakshmi Nayak,22,2,A3,PM00208
1783,1117,Divya Sharma,43,1,A4,PM00704
1784,1118,Divya Patil,58,2,A1,PM00923
1785,1119,Shreya Joshi,37,2,A1,PM00214
1786,1119,Nandini Gowda,24,1,A2,PM01041
1787,1120,Lakshmi Rao,32,3,A1,PM00721
1788,1121,Nandini Patil,18,2,A1,PM00600
1789,1121,Ajay Kulkarni,34,1,A2,PM00546
1790,1122,Ajay Bhat,48,2,A1,PM00340
1791,1123,Rahul Pujari,42,3,A1,PM00163
1792,1123,Farhan Khan,40,1,A2,PM00895
1793,1124,Ananya Nayak,39,1,A1,PM01087
1794,1124,Ravi Jain,20,1,A2,PM00449
1795,1125,Priya Khan,26,2,A1,PM00958
1796,1126,Arun Naik,47,2,A1,PM00991
1797,1126,Shreya Khan,61,1,A2,PM00398
1798,1126,Kavya Desai,20,2,A3,PM00971
1799,1127,Aishwarya Nayak,45,1,A1,PM00639
1800,1128,Anil Desai,35,1,A1,PM00970
1801,1128,Nandini Gowda,26,1,A2,PM01033
1802,1128,Ravi Kulkarni,23,3,A3,PM00452
1803,1128,Naveen Mulla,36,2,A4,PM00555
1804,1129,Ajay Nayak,40,2,A1,PM00762
1805,1130,Naveen Desai,48,2,A1,PM00209
1806,1131,Priya Reddy,48,2,A1,PM01057
1807,1131,Aishwarya Rao,25,1,A2,PM00455
1808,1132,Arun Khan,28,2,A1,PM00302
1809,1132,Vijay Joshi,59,3,A2,PM00032
1810,1133,Nandini Naik,33,2,A1,PM00695
1811,1133,Shreya Pujari,30,1,A2,PM00909
1812,1134,Ravi Jain,27,1,A1,PM00046
1813,1134,Prakash Jain,18,1,A2,PM00146
1814,1135,Nandini Reddy,56,2,A1,PM00861
1815,1136,Divya Kulkarni,38,1,A1,PM00548
1816,1136,Ananya Joshi,49,1,A2,PM00480
1817,1137,Asha Desai,35,2,A1,PM00932
1818,1137,Rahul Nayak,55,1,A2,PM00659
1819,1138,Neha Jain,22,3,A1,PM00335
1820,1138,Anil Hegde,44,1,A2,PM00016
1821,1138,Arun Kulkarni,60,1,A3,PM00843
1822,1139,Prakash Kulkarni,27,2,A1,PM01090
1823,1140,Asha Rao,19,1,A1,PM00202
1824,1140,Prakash Desai,29,3,A2,PM01022
1825,1140,Ananya Reddy,55,1,A3,PM00890
1826,1141,Ajay Khan,40,1,A1,PM00989
1827,1141,Kavya Desai,51,1,A2,PM00487
1828,1142,Mahesh Mulla,42,1,A1,PM00296
1829,1142,Meera Sharma,33,1,A2,PM00928
1830,1143,Arun Pujari,36,1,A1,PM00838
1831,1144,Suresh Naik,45,3,A1,PM01049
1832,1144,Neha Kumar,25,1,A2,PM00457
1833,1144,Kavya Reddy,40,1,A3,PM00893
1834,1144,Ravi Naik,39,2,A4,PM00135
1835,1145,Shreya Kulkarni,24,3,A1,PM00726
1836,1145,Asha Kumar,57,3,A2,PM00059
1837,1145,Naveen Mulla,36,2,A3,PM00555
1838,1145,Rahul Desai,29,3,A4,PM00107
1839,1146,Prakash Desai,29,3,A1,PM01022
1840,1146,Pooja Hegde,57,3,A2,PM00286
1841,1146,Mahesh Joshi,44,1,A3,PM00563
1842,1147,Farhan Naik,51,3,A1,PM00236
1843,1148,Lakshmi Kulkarni,64,1,A1,PM00816
1844,1148,Lakshmi Rao,30,1,A2,PM00752
1845,1148,Naveen Hegde,61,3,A3,PM00082
1846,1149,Meera Nayak,54,3,A1,PM00916
1847,1149,Lakshmi Kulkarni,64,1,A2,PM00816
1848,1150,Rahul Naik,27,2,A1,PM00396
1849,1150,Deepak Kulkarni,27,2,A2,PM00258
1850,1150,Mahesh Desai,65,1,A3,PM00833
1851,1151,Sunil Gowda,50,1,A1,PM00122
1852,1152,Deepak Pujari,47,2,A1,PM00073
1853,1152,Suresh Pujari,21,2,A2,PM00829
1854,1153,Shreya Kumar,19,2,A1,PM00339
1855,1154,Shankar Sharma,48,2,A1,PM00718
1856,1155,Anil Rao,44,1,A1,PM00484
1857,1156,Kavya Naik,20,1,A1,PM01061
1858,1157,Meera Bhat,19,3,A1,PM00904
1859,1158,Sunil Pujari,22,1,A1,PM01050
1860,1159,Kavya Kumar,42,3,A1,PM00651
1861,1159,Sunil Jain,44,1,A2,PM00283
1862,1160,Neha Kumar,39,1,A1,PM00847
1863,1161,Shankar Gowda,30,1,A1,PM00320
1864,1162,Ananya Gowda,47,2,A1,PM00271
1865,1163,Divya Gowda,18,3,A1,PM00974
1866,1164,Lakshmi Jain,55,1,A1,PM00121
1867,1165,Anil Nayak,52,3,A1,PM00605
1868,1166,Lakshmi Naik,41,2,A1,PM00791
1869,1166,Manoj Gowda,52,2,A2,PM00238
1870,1166,Asha Rao,34,2,A3,PM00406
1871,1167,Arun Shetty,30,3,A1,PM00706
1872,1167,Sneha Naik,43,2,A2,PM00539
1873,1168,Shreya Bhat,35,2,A1,PM00920
1874,1168,Lakshmi Nayak,47,3,A2,PM00450
1875,1169,Divya Desai,26,1,A1,PM00430
1876,1170,Suresh Mulla,35,3,A1,PM00157
1877,1170,Prakash Khan,26,3,A2,PM00835
1878,1170,Meera Kulkarni,57,1,A3,PM00849
1879,1171,Anil Sharma,18,1,A1,PM01081
1880,1172,Deepak Patil,51,1,A1,PM00473
1881,1173,Pooja Gowda,38,1,A1,PM00929
1882,1174,Neha Kumar,25,1,A1,PM00457
1883,1175,Suresh Patil,64,2,A1,PM00076
1884,1176,Sunil Nayak,36,3,A1,PM00865
1885,1176,Suresh Pujari,21,2,A2,PM00829
1886,1177,Lakshmi Shetty,56,1,A1,PM00800
1887,1178,Ananya Kumar,60,3,A1,PM00035
1888,1178,Suresh Sharma,44,2,A2,PM00648
1889,1178,Lakshmi Reddy,63,2,A3,PM01100
1890,1179,Naveen Jain,24,1,A1,PM00921
1891,1180,Ananya Pujari,23,2,A1,PM01014
1892,1181,Imran Naik,31,1,A1,PM00083
1893,1181,Imran Kulkarni,22,1,A2,PM01099
1894,1181,Priya Bhat,18,2,A3,PM00224
1895,1182,Shankar Gowda,30,1,A1,PM00320
1896,1183,Deepak Patil,51,1,A1,PM00473
1897,1183,Aishwarya Desai,61,1,A2,PM00284
1898,1184,Pooja Hegde,28,1,A1,PM00127
1899,1185,Priya Kumar,56,2,A1,PM00716
1900,1186,Manoj Khan,23,1,A1,PM00744
1901,1187,Asha Hegde,50,1,A1,PM00497
1902,1188,Manoj Kumar,34,1,A1,PM00853
1903,1188,Sunil Rao,24,1,A2,PM00755
1904,1188,Kiran Patil,42,2,A3,PM00218
1905,1188,Kiran Bhat,57,2,A4,PM00110
1906,1189,Manoj Reddy,52,1,A1,PM00969
1907,1190,Shankar Bhat,60,2,A1,PM00068
1908,1191,Vijay Bhat,25,2,A1,PM01029
1909,1192,Sneha Gowda,49,2,A1,PM00288
1910,1193,Pooja Rao,43,2,A1,PM00191
1911,1194,Imran Pujari,64,1,A1,PM00496
1912,1195,Naveen Kumar,54,1,A1,PM00115
1913,1195,Ananya Pujari,23,2,A2,PM01014
1914,1196,Shreya Kumar,19,2,A1,PM00339
1915,1196,Naveen Gowda,26,2,A2,PM00297
1916,1197,Lakshmi Shetty,64,2,A1,PM00903
1917,1197,Ajay Khan,40,1,A2,PM00989
1918,1197,Ananya Hegde,61,1,A3,PM00249
1919,1198,Asha Joshi,26,1,A1,PM00611
1920,1199,Lakshmi Gowda,19,1,A1,PM00108
1921,1200,Mahesh Nayak,42,3,A1,PM00828
1922,1201,Imran Mulla,53,2,A1,PM00061
1923,1202,Sunil Pujari,42,1,A1,PM00393
1924,1203,Arun Khan,25,2,A1,PM00312
1925,1204,Farhan Bhat,24,1,A1,PM00814
1926,1205,Mahesh Jain,37,2,A1,PM00785
1927,1206,Nandini Kumar,30,3,A1,PM00221
1928,1206,Manoj Patil,29,2,A2,PM00617
1929,1207,Shreya Jain,36,1,A1,PM00741
1930,1207,Ajay Naik,43,2,A2,PM00954
1931,1208,Nandini Khan,61,3,A1,PM00383
1932,1208,Rahul Jain,48,1,A2,PM00255
1933,1209,Ravi Kulkarni,29,2,A1,PM00733
1934,1210,Shreya Sharma,56,2,A1,PM00660
1935,1210,Suresh Rao,64,2,A2,PM00673
1936,1210,Kiran Kulkarni,54,3,A3,PM00388
1937,1211,Mahesh Khan,59,3,A1,PM00448
1938,1211,Neha Gowda,37,1,A2,PM00469
1939,1212,Nandini Khan,61,3,A1,PM00383
1940,1212,Lakshmi Pujari,58,2,A2,PM01011
1941,1212,Lakshmi Jain,55,1,A3,PM00121
1942,1212,Priya Reddy,20,1,A4,PM00946
1943,1213,Ravi Joshi,52,1,A1,PM00071
1944,1214,Ananya Kulkarni,58,3,A1,PM00038
1945,1214,Ajay Shetty,23,2,A2,PM00526
1946,1215,Priya Nayak,25,2,A1,PM00329
1947,1216,Naveen Bhat,52,1,A1,PM00410
1948,1216,Kiran Gowda,49,2,A2,PM00186
1949,1217,Vijay Shetty,22,1,A1,PM00658
1950,1217,Farhan Shetty,40,3,A2,PM00102
1951,1218,Prakash Reddy,41,2,A1,PM00773
1952,1218,Prakash Sharma,31,2,A2,PM00018
1953,1219,Neha Mulla,65,1,A1,PM00777
1954,1220,Anil Bhat,35,2,A1,PM00048
1955,1221,Meera Gowda,55,2,A1,PM00315
1956,1221,Ananya Pujari,23,2,A2,PM01014
1957,1221,Sneha Kumar,48,2,A3,PM00247
1958,1222,Kiran Pujari,44,1,A1,PM00737
1959,1223,Pooja Khan,35,1,A1,PM00441
1960,1224,Priya Sharma,64,2,A1,PM00091
1961,1225,Pooja Sharma,36,2,A1,PM00700
1962,1226,Prakash Pujari,38,2,A1,PM00883
1963,1227,Ananya Pujari,20,1,A1,PM00347
1964,1228,Lakshmi Nayak,47,3,A1,PM00450
1965,1229,Sunil Rao,49,3,A1,PM00433
1966,1230,Shreya Rao,36,3,A1,PM00788
1967,1231,Vijay Bhat,25,2,A1,PM01029
1968,1232,Asha Kumar,57,3,A1,PM00059
1969,1233,Imran Bhat,39,1,A1,PM00634
1970,1233,Suresh Gowda,52,3,A2,PM00429
1971,1234,Priya Joshi,65,3,A1,PM00501
1972,1234,Sunil Naik,58,3,A2,PM00981
1973,1235,Aishwarya Sharma,34,1,A1,PM00656
1974,1236,Kiran Mulla,26,1,A1,PM00171
1975,1237,Sunil Desai,45,1,A1,PM01020
1976,1238,Rahul Bhat,51,1,A1,PM00570
1977,1239,Sunil Naik,58,3,A1,PM00981
1978,1240,Aishwarya Pujari,54,1,A1,PM00935
1979,1241,Mahesh Gowda,48,1,A1,PM00585
1980,1241,Sunil Pujari,22,1,A2,PM01050
1981,1242,Ajay Naik,34,2,A1,PM00280
1982,1243,Anil Shetty,26,1,A1,PM00562
1983,1244,Kiran Patil,32,1,A1,PM01000
1984,1245,Mahesh Kumar,29,1,A1,PM00167
1985,1245,Naveen Gowda,26,2,A2,PM00297
1986,1246,Shankar Patil,26,1,A1,PM00987
1987,1247,Shreya Bhat,35,2,A1,PM00920
1988,1247,Priya Gowda,36,2,A2,PM00423
1989,1248,Meera Sharma,58,2,A1,PM00996
1990,1248,Neha Shetty,38,1,A2,PM00021
1991,1248,Ajay Bhat,48,2,A3,PM00340
1992,1249,Kavya Kumar,63,1,A1,PM00717
1993,1250,Ananya Jain,19,2,A1,PM00265
1994,1251,Neha Reddy,29,1,A1,PM00825
1995,1252,Naveen Jain,36,2,A1,PM00485
1996,1253,Priya Khan,40,1,A1,PM00976
1997,1253,Sunil Gowda,50,1,A2,PM00122
1998,1254,Nandini Patil,18,2,A1,PM00600
1999,1255,Manoj Sharma,25,2,A1,PM00535
2000,1255,Nandini Reddy,37,1,A2,PM00559
2001,1255,Arun Mulla,56,1,A3,PM00084
2002,1256,Manoj Kumar,43,2,A1,PM00902
2003,1256,Ajay Shetty,23,2,A2,PM00526
2004,1257,Meera Reddy,34,2,A1,PM00763
2005,1257,Lakshmi Rao,30,1,A2,PM00752
2006,1258,Sunil Kulkarni,24,1,A1,PM00817
2007,1258,Neha Naik,30,2,A2,PM00308
2008,1259,Suresh Mulla,61,2,A1,PM00378
2009,1260,Shreya Mulla,24,2,A1,PM00505
2010,1260,Kiran Desai,45,2,A2,PM00253
2011,1260,Rahul Khan,42,1,A3,PM00821
2012,1261,Aishwarya Joshi,46,1,A1,PM00534
2013,1261,Deepak Pujari,47,2,A2,PM00073
2014,1262,Asha Joshi,26,1,A1,PM00611
2015,1262,Deepak Reddy,53,1,A2,PM00187
2016,1263,Aishwarya Bhat,58,2,A1,PM00257
2017,1264,Rahul Sharma,30,2,A1,PM00020
2018,1265,Asha Sharma,29,1,A1,PM00784
2019,1265,Deepak Pujari,47,2,A2,PM00073
2020,1266,Asha Joshi,32,3,A1,PM00012
2021,1267,Vijay Mulla,52,1,A1,PM00919
2022,1267,Ravi Patil,36,1,A2,PM00999
2023,1268,Arun Gowda,31,2,A1,PM00104
2024,1268,Rahul Khan,57,1,A2,PM00418
2025,1269,Imran Kumar,34,3,A1,PM00557
2026,1269,Prakash Sharma,52,3,A2,PM00708
2027,1270,Kiran Kulkarni,31,3,A1,PM00385
2028,1270,Priya Nayak,20,2,A2,PM00978
2029,1271,Farhan Kulkarni,46,1,A1,PM00692
2030,1271,Naveen Kulkarni,49,1,A2,PM00322
2031,1271,Nandini Nayak,19,3,A3,PM00643
2032,1272,Anil Kumar,45,2,A1,PM00185
2033,1273,Rahul Naik,27,2,A1,PM00396
2034,1273,Suresh Kumar,51,1,A2,PM00120
2035,1274,Ananya Naik,31,3,A1,PM00595
2036,1275,Divya Gowda,27,1,A1,PM00290
2037,1275,Pooja Khan,35,1,A2,PM00441
2038,1276,Anil Pujari,44,1,A1,PM00677
2039,1276,Shreya Kulkarni,19,3,A2,PM00307
2040,1276,Suresh Gowda,51,3,A3,PM00123
2041,1277,Sneha Khan,42,2,A1,PM00356
2042,1278,Sunil Sharma,57,1,A1,PM00858
2043,1278,Prakash Jain,54,3,A2,PM00719
2044,1279,Ajay Nayak,40,2,A1,PM00762
2045,1279,Rahul Sharma,30,2,A2,PM00020
2046,1280,Rahul Shetty,44,1,A1,PM00460
2047,1281,Shankar Rao,39,2,A1,PM00947
2048,1282,Farhan Bhat,49,2,A1,PM00680
2049,1282,Aishwarya Joshi,19,1,A2,PM00834
2050,1283,Neha Kumar,62,1,A1,PM00314
2051,1284,Ananya Khan,46,1,A1,PM01048
2052,1285,Rahul Desai,43,1,A1,PM00210
2053,1286,Arun Gowda,46,1,A1,PM00034
2054,1287,Nandini Desai,32,3,A1,PM00781
2055,1288,Kiran Patil,24,2,A1,PM00126
2056,1288,Ananya Hegde,59,2,A2,PM00409
2057,1289,Arun Khan,25,2,A1,PM00312
2058,1289,Shreya Desai,60,1,A2,PM00930
2059,1289,Farhan Gowda,25,3,A3,PM00521
2060,1290,Mahesh Patil,49,3,A1,PM00055
2061,1290,Kavya Desai,20,2,A2,PM00971
2062,1290,Kavya Hegde,32,1,A3,PM00415
2063,1291,Vijay Desai,64,2,A1,PM00694
2064,1291,Ajay Joshi,55,1,A2,PM00467
2065,1292,Shreya Joshi,27,1,A1,PM00618
2066,1293,Prakash Pujari,18,1,A1,PM00948
2067,1294,Anil Bhat,35,2,A1,PM00048
2068,1294,Neha Desai,42,2,A2,PM00917
2069,1294,Neha Naik,30,2,A3,PM00308
2070,1294,Pooja Hegde,22,1,A4,PM00097
2071,1295,Arun Desai,50,2,A1,PM00756
2072,1296,Divya Kulkarni,38,2,A1,PM00662
2073,1297,Ajay Desai,20,1,A1,PM00372
2074,1297,Shankar Desai,64,3,A2,PM00797
2075,1297,Prakash Mulla,60,2,A3,PM00348
2076,1298,Ananya Gowda,52,1,A1,PM00140
2077,1299,Rahul Bhat,51,1,A1,PM00570
2078,1299,Anil Khan,31,1,A2,PM00438
2079,1300,Rahul Joshi,60,3,A1,PM00768
2080,1300,Ravi Jain,29,2,A2,PM00683
2081,1301,Ravi Bhat,45,2,A1,PM00390
2082,1302,Vijay Reddy,54,2,A1,PM00845
2083,1303,Priya Pujari,36,3,A1,PM00310
2084,1304,Sneha Pujari,27,2,A1,PM00266
2085,1305,Neha Kumar,62,1,A1,PM00314
2086,1306,Vijay Bhat,25,2,A1,PM01029
2087,1307,Vijay Joshi,57,2,A1,PM01044
2088,1308,Imran Naik,55,2,A1,PM00015
2089,1309,Anil Pujari,58,1,A1,PM00287
2090,1309,Ravi Pujari,46,1,A2,PM01037
2091,1310,Neha Bhat,43,1,A1,PM00830
2092,1310,Ananya Patil,62,1,A2,PM00672
2093,1310,Lakshmi Rao,32,3,A3,PM00721
2094,1310,Prakash Khan,56,3,A4,PM00064
2095,1311,Sneha Jain,62,2,A1,PM00740
2096,1312,Ananya Jain,19,2,A1,PM00265
2097,1312,Shreya Desai,60,1,A2,PM00930
2098,1312,Kavya Naik,53,2,A3,PM00775
2099,1313,Neha Naik,34,1,A1,PM00445
2100,1313,Ravi Desai,43,2,A2,PM01077
2101,1314,Anil Mulla,27,2,A1,PM00601
2102,1315,Kavya Gowda,61,1,A1,PM00342
2103,1315,Manoj Jain,63,3,A2,PM00523
2104,1315,Rahul Nayak,55,1,A3,PM00659
2105,1315,Anil Patil,62,2,A4,PM00277
2106,1316,Ananya Reddy,49,2,A1,PM00670
2107,1317,Vijay Naik,49,1,A1,PM00886
2108,1318,Kiran Jain,58,1,A1,PM01013
2109,1318,Vijay Mulla,37,1,A2,PM00888
2110,1319,Naveen Gowda,26,2,A1,PM00297
2111,1319,Ajay Shetty,45,2,A2,PM00855
2112,1319,Neha Patil,61,1,A3,PM00492
2113,1319,Nandini Jain,44,2,A4,PM00761
2114,1320,Manoj Patil,56,1,A1,PM00440
2115,1320,Mahesh Khan,60,3,A2,PM00626
2116,1321,Nandini Kumar,30,3,A1,PM00221
2117,1322,Sunil Joshi,35,1,A1,PM00509
2118,1323,Rahul Shetty,20,3,A1,PM00699
2119,1323,Ajay Naik,43,2,A2,PM00954
2120,1323,Manoj Pujari,39,1,A3,PM00311
2121,1324,Sneha Khan,59,1,A1,PM00192
2122,1324,Priya Khan,47,2,A2,PM00114
2123,1325,Pooja Rao,54,2,A1,PM00148
2124,1326,Rahul Hegde,35,2,A1,PM00075
2125,1327,Anil Nayak,52,3,A1,PM00605
2126,1327,Naveen Jain,28,1,A2,PM00343
2127,1328,Ravi Naik,32,3,A1,PM00025
2128,1329,Sneha Kumar,22,1,A1,PM00419
2129,1330,Deepak Kulkarni,27,2,A1,PM00258
2130,1331,Anil Patil,62,2,A1,PM00277
2131,1332,Sneha Bhat,21,3,A1,PM00259
2132,1333,Asha Rao,34,2,A1,PM00406
2133,1334,Farhan Pujari,59,1,A1,PM00540
2134,1334,Deepak Mulla,44,2,A2,PM00130
2135,1335,Vijay Kumar,39,1,A1,PM00894
2136,1336,Prakash Bhat,30,2,A1,PM01001
2137,1336,Vijay Bhat,43,1,A2,PM00129
2138,1336,Aishwarya Bhat,52,2,A3,PM00980
2139,1337,Ajay Pujari,59,1,A1,PM00780
2140,1337,Rahul Desai,43,1,A2,PM00210
2141,1337,Asha Sharma,20,1,A3,PM00841
2142,1338,Kiran Pujari,42,1,A1,PM00013
2143,1338,Manoj Joshi,64,1,A2,PM01084
2144,1338,Anil Kumar,21,3,A3,PM00363
2145,1338,Shreya Reddy,50,1,A4,PM00776
2146,1339,Kavya Pujari,32,1,A1,PM00679
2147,1339,Anil Joshi,47,3,A2,PM00109
2148,1339,Divya Kulkarni,38,1,A3,PM00548
2149,1340,Naveen Kumar,22,1,A1,PM00584
2150,1341,Sunil Nayak,59,1,A1,PM00413
2151,1342,Farhan Bhat,24,1,A1,PM00814
2152,1343,Aishwarya Pujari,51,3,A1,PM00972
2153,1344,Sneha Khan,23,1,A1,PM00727
2154,1344,Neha Reddy,29,1,A2,PM00825
2155,1345,Asha Hegde,50,1,A1,PM00497
2156,1346,Asha Nayak,59,1,A1,PM00874
2157,1346,Shankar Patil,26,1,A2,PM00987
2158,1347,Ananya Shetty,64,1,A1,PM00608
2159,1348,Shankar Gowda,30,1,A1,PM00320
2160,1348,Asha Sharma,20,1,A2,PM00841
2161,1349,Manoj Bhat,65,1,A1,PM00515
2162,1350,Arun Joshi,28,2,A1,PM00669
2163,1350,Priya Sharma,64,2,A2,PM00091
2164,1351,Asha Shetty,51,1,A1,PM00914
2165,1352,Suresh Kulkarni,44,1,A1,PM00854
2166,1352,Kiran Patil,30,2,A2,PM00190
2167,1352,Ravi Bhat,41,2,A3,PM00912
2168,1353,Ajay Patil,34,1,A1,PM01004
2169,1353,Ajay Nayak,40,2,A2,PM00762
2170,1354,Suresh Gowda,20,2,A1,PM00994
2171,1354,Imran Reddy,39,2,A2,PM00151
2172,1355,Sneha Kumar,22,1,A1,PM00419
2173,1355,Priya Bhat,58,2,A2,PM00248
2174,1356,Manoj Kumar,34,1,A1,PM00853
2175,1357,Meera Jain,58,1,A1,PM00940
2176,1358,Anil Khan,36,3,A1,PM00432
2177,1359,Suresh Gowda,52,3,A1,PM00429
2178,1359,Ananya Kumar,60,3,A2,PM00035
2179,1360,Suresh Desai,24,1,A1,PM00636
2180,1360,Asha Rao,19,1,A2,PM00202
2181,1360,Mahesh Mulla,27,1,A3,PM00905
2182,1360,Neha Patil,61,1,A4,PM00492
2183,1361,Arun Joshi,18,1,A1,PM00263
2184,1361,Meera Patil,54,1,A2,PM00466
2185,1362,Manoj Khan,23,1,A1,PM00744
2186,1363,Ananya Kumar,36,1,A1,PM00411
2187,1364,Sneha Rao,55,1,A1,PM01065
2188,1365,Meera Kulkarni,57,1,A1,PM00849
